BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Keshavarz14","Keshavarz, E.; Farrokhpour, H.; Sabzyan, H.; Noorisafa, Z.; Kivimäki, A. & Richter, R.","Core photoionization of the argon dimer in the photon-energy range of 255-340 eV studied by a photoelectron-photoion-photoion coincidence technique","Phys. Rev. A",89,,"","053409",2014,"","experiment","","","","","","","American Physical Society","","","","","","","Single-photon multiple ionization of the argon dimer van der Waals complex, Ar<sub>2</sub>, is studied by  the photoelectron-photoion-photoion coincidence technique using synchrotron radiation in the photon-energy range of  255&ndash;340 eV, which covers the Ar <em>2p</em> and Ar <em>2s</em> ionization continua. Dissociation processes into  Ar<sup>+</sup> + Ar<sup>+</sup>, Ar<sup>+</sup> + Ar<sup>2+</sup>, Ar<sup>+</sup> + Ar<sup>3+</sup>, and  Ar<sup>2+</sup> + Ar<sup>2+</sup> ion pair channels are observed. The Ar<sup>+</sup> + Ar<sup>+</sup> and  Ar<sup>+</sup> + Ar<sup>2+</sup> channels show the most intense ion-ion coincidences, compared to other observed  dissociative channels. For the four observed channels the intensities are integrated and compared as functions of  photon energy.","","","",""
7,"","Kim14","Kim, H. K.; Gassert, H.; Titze, J. N.; Waitz, M.; Voigtsberger, J.; Trinter, F.; Becht, J.; Kalinin, A.; Neumann, N.; Zhou, C.; Schmidt, L.Ph.H.; Jagutzki, O.; Czasch, A.; Schöffler, M.; Merabet, H.; Schmidt-Böcking, H.; Jahnke, T.; Lüdde, H. J.; Cassimi, A. & Dörner, R.","Orientation dependence in multiple ionization of He<sub>2</sub> and Ne<sub>2</sub> induced by fast, highly charged ions: Probing the impact-parameter-dependent ionization probability in 11.37-MeV/u S<sup>14+</sup> collisions with He and Ne","Phys. Rev. A",89,,"","022704",2014,"","experiment","","","","","","","American Physical Society","","","","","","","We investigate orientation effects in the fragmentation of He<sub>2</sub> and Ne<sub>2</sub> induced by  S<sup>14+</sup> projectiles at an impact energy of 11.37 MeV/u. Multiple ionization shows a strong dependence on the  orientation of the dimer axis with respect to the projectile beam axis. We attribute these effects to the  impact-parameter-dependent ionization probability <em>P(b)</em> for the atomic scattering process S<sup>14+</sup> + He  and S<sup>14+</sup> + Ne and compare our data with a Monte Carlo simulation.","","","",""
7,"","OKeeffe14","O'Keeffe, P.; Ciavardini, A.; Ripani, E.; Bolognesi, P.; Coreno, M.; Avaldi, L.; Devetta, M.; Di Fraia, M.; Callegari, C.; Prince, K. C. & Richter, R.","Experimental investigation of the interatomic Coulombic decay in NeAr dimers","Phys. Rev. A",90,,"","042508",2014,"","experiment","","","","","","","American Physical Society","","","","","","","The kinetic-energy distribution of interatomic and -molecular Coulombic decay (ICD) electrons emitted  following photoionization of 2<em>s</em> electrons from Ne atoms in NeAr dimers has been measured in a synchrotron  radiation experiment with a velocity-map-imaging photoelectron-photoion-coincidence spectrometer. The position of the  peak of the experimental distribution agrees well with calculations. The broadening of the distribution to high energies  with respect to calculations of the ICD spectrum of the NeAr &nu;=0 ground state is explained by the contribution  to the spectrum due to the population in the excited vibrational states &nu;=1 and &nu;=2 of the electron  ground state. On the other hand, the broadening on the low-energy side of the measured distribution may be explained by  the dimer contracting in the intermediate state before ICD occurs, electrons coming from the ICD to spin-orbit split  excited ion states, or a combination of these effects.","","","",""
7,"","Yan14","Yan, S.; Zhang, P.; Ma, X.; Xu, S.; Tian, S. X.; Li, B.; Zhu, X. L.; Feng, W. T. & Zhao, D. M.","Dissociation mechanisms of the Ar trimer induced by a third atom in high-energy electron-impact ionization","Phys. Rev. A",89,,"","062707",2014,"","experiment","","","","","","","American Physical Society","","","","","","","We experimentally studied the dissociation dynamics of a highly charged Ar<sub>3</sub> cluster initiated by  a high-energy electron. The dissociation patterns of the correlated ions from a two-body and a three-body Coulombic  explosion (CE) of (Ar<sub>3</sub>)<sup>2+</sup> suggest that predissociation alters the evolution of radiative  charge transfer. The three-body CE in (Ar<sub>3</sub>)<sup>4+</sup> and (Ar<sub>3</sub>)<sup>5+</sup> is driven, after  double ionization of one constituent Ar atom, by single ionization with a simultaneous interatomic Coulombic decay  process.","","","",""
7,"","Ovcharenko14","Ovcharenko, Y.; Lyamayev, V.; Katzy, R.; Devetta, M.; LaForge, A.; O'Keeffe; Plekan, O.; Finetti, P.; Di Fraia, M.; Mudrich, M.; Krikunova, M.; Piseri, P.; Coreno, M.; Brauer, N.; Mazza, T.; Stranges, S.; Grazioli, C.; Richter, R.; Prince, K. C.; Drabbels, M.; Callegari, C.; Stienkemeier, F. & Möller, T.","Novel collective autoionization process observed in electron spectra of He clusters","Phys. Rev. Lett.",112,,"","073401",2014,"","experiment","","","","","","","American Physical Society","","","","","","","The ionization dynamics of He nanodroplets irradiated with intense femtosecond extreme ultraviolet pulses of up to  10<sup>13</sup> W/cm<sup>2</sup> power density have been investigated by photoelectron spectroscopy. Helium droplets were resonantly excited to atomiclike <em>2p</em> states with a photon energy of 21.4 eV below the ionization potential  (I<sub><em>p</em></sub>), and directly into the ionization continuum with 42.8 eV photons. While electron emission following  direct ionization above I<sub><em>p</em></sub> is well explained within a model based on a sequence of direct electron emission  events, the resonant excitation provides evidence of a new, collective ionization mechanism involving many excited  atomiclike <em>2p</em> states. With increasing power density the direct photoline due to an interatomic Coulombic decay  disappears. It indicates that ionization occurs due to energy exchange between at least three excited atoms proceeding  on a femtosecond time scale. In agreement with recent theoretical work the novel ionization process is very efficient  and it is expected to be important for many other systems.","","","",""
7,"","LaForge14","LaForge, A. C.; Drabbels, M.; Brauer, N. B.; Coreno, M.; Devetta, M.; Di Fraia, M.; Finetti, P.; Grazioli, C.; Katzy, R.; Lyamayev, V.; Mazza, T.; Mudrich, M.; O'Keeffe, P.; Ovcharenko, Y.; Piseri, P.; Plekan, O.; Prince, K. C.; Richter, R.; Stranges, S.; Callegari, C.; Möller, T. & Stienkemeier, F.","Collective Autoionization in Multiply-Excited Systems: A novel ionization process observed in Helium Nanodroplets","Sci. Rep.",4,,"","3621",2014,"","experiment","","","","","","","Nature Research","","","","","","","Free electron lasers (FELs) offer the unprecedented capability to study reaction dynamics and image the  structure of complex systems. When multiple photons are absorbed in complex systems, a plasma-like state is formed  where many atoms are ionized on a femtosecond timescale. If multiphoton absorption is resonantly-enhanced, the system  becomes electronically-excited prior to plasma formation, with subsequent decay paths which have been scarcely  investigated to date. Here, we show using helium nanodroplets as an example that these systems can decay by a new type  of process, named collective autoionization. In addition, we show that this process is surprisingly efficient, leading  to ion abundances much greater than that of direct single-photon ionization. This novel collective ionization process  is expected to be important in many other complex systems, e.g. macromolecules and nanoparticles, exposed to high  intensity radiation fields.","","","",""
7,"","Alizadeh15","Alizadeh, E.; Orlando, T. M. & Sanche, L.","Biomolecular Damage Induced by Ionizing Radiation: The Direct and Indirect Effects of Low-Energy Electrons on DNA","Annu. Rev. Phys. Chem.",66,,"","379",2015,"","experiment","","","","","","","","","","","","","","Many experimental and theoretical advances have recently allowed the study of direct and indirect effects  of low-energy electrons (LEEs) on DNA damage. In an effort to explain how LEEs damage the human genome, researchers  have focused efforts on LEE interactions with bacterial plasmids, DNA bases, sugar analogs, phosphate groups, and  longer DNA moieties. Here, we summarize the current understanding of the fundamental mechanisms involved in LEE-induced  damage of DNA and complex biomolecule films. Results obtained by several laboratories on films prepared and analyzed by  different methods and irradiated with different electron-beam current densities and fluencies are presented. Despite  varied conditions (e.g., film thicknesses and morphologies, intrinsic water content, substrate interactions, and  extrinsic atmospheric compositions), comparisons show a striking resemblance in the types of damage produced and  their yield functions. The potential of controlling this damage using molecular and nanoparticle targets with high  LEE yields in targeted radiation-based cancer therapies is also discussed.","","","",""
7,"","Frueling15","Frühling, U.; Trinter, F.; Karimi, F.; Williams, J. B. & Jahnke, T.","Time-resolved studies of Interatomic Coulombic Decay","J. Electron Spectrosc. Relat. Phenom.",204,,"","237",2015,"","experiment","","","","","","","Elsevier","","","","","","","Interatomic Coulombic Decay (ICD) is a decay mechanism occurring in loosely bound matter, e.g. in systems  bound by van der Waals-forces or hydrogen bonds. In many such cases the decay time is similar to the time scale of  nuclear motion during the decay. As the efficiency of ICD strongly depends on the internuclear distance of the atoms  or molecules involved in the decay, an overall non-trivial temporal decay behavior arises. The progress of examining  the time-domain aspects of Interatomic Coulombic Decay is summarized in this short topical review with a special  emphasis on experiments that are now feasible due to the developments of free-electron lasers.","","","",""
7,"","Mucke15","Mucke, M.; Arion, T.; Förstel, M.; Lischke, T. & Hergenhahn, U.","Competition of inelastic electron scattering and Interatomic Coulombic Decay in Ne clusters","J. Electron Spectrosc. Relat. Phenom.",200,,"","232",2015,"","experiment","","","","","","","Elsevier","","","","","","","The creation of slow electrons due to Interatomic Coulombic Decay of 2s vacancies in Ne clusters is  quantitatively compared to the slow electron yield by intracluster electron impact ionization. Using electron-electron  coincidence spectroscopy, both channels can be separated experimentally. Two cluster size distributions, corresponding  to two and five to six filled solvation shells, are probed.","","","",""
7,"","Katzy15","Katzy, R.; LaForge, A. C.; Ovcharenko, Y.; Coreno, M.; Devetta, M.; Di Fraia, M.; Drabbels, M.; Finetti, P.; Lyamayev, V.; Mazza, T.; Mudrich, M.; O'Keeffe, P.; Piseri, P.; Plekan, O.; Prince, K. C.; Stranges, S.; Callegari, C.; Möller, T. & Stienkemeier, F.","Migration of surface excitations in highly-excited nanosystems probed by intense resonant XUV radiation","J. Phys. B: At. Mol. Opt. Phys.",48,,"","244011",2015,"","experiment","","","","","","","IOP","","","","","","","Ionization dynamics of resonantly excited helium nanodroplets have been studied by intense XUV light.  By doping the nanodroplets with atoms that either attach to the surface or submerge into the center of the droplet,  one can study the dynamics of excitation and ionization through the droplet. When resonantly exciting the droplet, we  observe a strong ionization enhancement for atoms attached to the surface. On the other hand, atoms embedded inside  the nanodroplet are less efficiently ionized. We attribute this effect to an ultrafast energy transfer to the surface  of the droplet and subsequent Penning ionization of the surface-bound dopant.","","","",""
